OID_,Aspect,MTSFG,ALT,Wind,Tem,Sun,Pre,NDVI,Night,GPP,ET,Disturb,Water,Road,Rail,CLCD,Sand,Clay,Silt,Slope,long,lat,Relief,Erosion,Rock,DEM,Frozen2005
2139,266.208,0.0,0.0,1.517,14.11,3.72629,2712.55,0.77676,5.0,304.438,128.272,0.0,52013.5,54430.0,242441.0,2.0,40.0,27.0,33.0,31.7815,92.3155,27.2072,43.0,11.0,159.0,2166.0,0.0
2140,340.103,0.0,0.0,1.51584,13.3017,3.72501,2718.62,0.74149,2.0,318.9,132.326,0.0,51245.7,54718.6,242479.0,2.0,40.0,27.0,33.0,26.7238,92.3256,27.2085,36.0,11.0,138.0,2357.0,0.0
2141,35.0797,0.0,0.0,1.51467,14.1283,3.72372,2724.7,0.71491,4.4,345.347,135.472,0.0,50446.6,55023.9,242522.0,2.0,45.0,25.0,30.0,16.4536,92.3358,27.2095,25.0,11.0,154.0,2242.0,0.0
2142,4.79529,0.0,0.0,1.5135,15.5967,3.72242,2730.78,0.660188,5.4,319.757,130.828,0.272696,49654.8,55345.5,242568.0,2.0,45.0,25.0,30.0,36.6086,92.3456,27.2108,53.0,11.0,160.0,2132.0,0.0
2143,44.4521,0.0,0.0,1.51232,16.1733,3.72111,2736.86,0.620232,19.0,317.363,132.455,0.160089,48870.6,55683.3,242617.0,2.0,45.0,25.0,30.0,40.6555,92.356,27.2118,73.0,11.0,199.0,2071.0,0.0
2144,110.13,0.0,0.0,1.51115,17.0467,3.7198,2742.94,0.60827,76.2,350.173,147.017,0.245274,48094.5,56036.8,242670.0,4.0,45.0,25.0,30.0,42.6123,92.3658,27.2131,69.0,11.0,176.0,1516.0,0.0
2145,177.634,0.0,0.0,1.50997,16.775,3.71848,2749.02,0.651745,201.2,351.5,144.591,0.507227,47326.8,56405.9,242727.0,4.0,45.0,25.0,30.0,33.2755,92.3759,27.214,54.0,11.0,166.0,1906.0,0.0
2146,206.0,0.0,0.0,1.50879,16.13,3.71716,2755.1,0.657353,310.2,363.748,144.964,0.4125,46567.9,56790.2,242788.0,2.0,45.0,25.0,30.0,34.0478,92.38610000000001,27.2153,57.0,11.0,174.0,2120.0,0.0
2147,209.049,0.0,0.0,1.50761,17.5467,3.71583,2761.17,0.6452,477.4,339.212,148.581,0.4125,45818.4,57189.4,242852.0,2.0,45.0,25.0,30.0,27.1962,92.3962,27.2163,41.0,11.0,199.0,1652.0,0.0
2148,35.5368,0.0,0.0,1.50642,17.3333,3.71449,2767.24,0.667132,528.0,373.039,155.47,0.461686,45078.7,57603.2,242920.0,2.0,45.0,25.0,30.0,25.6492,92.406,27.2176,43.0,11.0,200.0,1819.0,0.0
2149,131.641,0.0,0.0,1.50523,17.4617,3.71315,2773.31,0.609062,550.8,368.41,153.481,0.312879,44349.2,58031.2,242991.0,3.0,45.0,25.0,30.0,34.8359,92.41650000000001,27.2186,58.0,11.0,166.0,1741.0,0.0
2150,222.191,0.0,0.0,1.50404,17.26,3.7118,2779.36,0.59878,604.4,350.64,147.989,0.454056,43630.6,58473.3,243066.0,2.0,45.0,25.0,30.0,31.4341,92.4262,27.2199,51.0,11.0,178.0,1487.0,0.0
2151,226.497,0.0,0.0,1.50284,17.5683,3.71044,2785.41,0.637567,615.2,398.4,160.821,0.302064,42923.3,58929.0,243145.0,2.0,45.0,25.0,30.0,21.6855,92.4364,27.2209,34.0,11.0,169.0,1541.0,0.0
2152,210.048,0.0,0.0,1.50164,17.235,3.70907,2791.44,0.667292,717.6,408.525,165.538,0.116175,42227.9,59398.0,243227.0,2.0,45.0,25.0,30.0,38.4648,92.4465,27.2222,66.0,11.0,200.0,1768.0,0.0
2153,70.6607,0.0,0.0,1.50044,17.375,3.7077,2797.47,0.707317,806.2,358.913,145.325,0.116175,41545.1,59880.1,243314.0,2.0,45.0,25.0,30.0,17.8502,92.4566,27.2232,22.0,11.0,188.0,1719.0,0.0
2154,126.611,0.0,0.0,1.49924,17.385,3.70631,2803.48,0.679247,824.0,448.936,176.096,0.1925,40875.4,60374.9,243403.0,2.0,45.0,25.0,30.0,24.274,92.4668,27.2245,37.0,11.0,174.0,1831.0,0.0
2155,228.214,0.0,0.0,1.49803,17.0,3.70492,2809.47,0.731465,590.0,346.911,137.343,0.0,40219.6,60882.1,243497.0,2.0,45.0,25.0,30.0,26.7211,92.4769,27.2255,42.0,11.0,192.0,1896.0,0.0
2156,154.611,0.0,0.0,1.49682,17.62,3.70353,2815.44,0.690963,511.6,373.489,155.243,0.188484,39578.4,61401.3,243594.0,3.0,45.0,25.0,30.0,43.0594,92.48670000000001,27.2265,71.0,11.0,200.0,1633.0,0.0
2157,208.744,0.0,0.0,1.4956,17.1767,3.70212,2821.4,0.62211,353.6,312.508,140.299,0.230392,38952.4,61932.4,243694.0,4.0,45.0,25.0,30.0,27.3979,92.4968,27.2278,38.0,11.0,198.0,1603.0,0.0
2158,231.932,0.0,0.0,1.49438,16.57,3.7007,2827.33,0.666403,316.0,323.933,137.167,0.0,38342.4,62475.0,243799.0,2.0,45.0,25.0,30.0,19.8222,92.5069,27.2287,30.0,11.0,160.0,1937.0,0.0
2159,255.993,0.0,0.0,1.49316,16.4317,3.69928,2833.23,0.707423,246.4,371.489,148.278,0.116175,37749.3,63028.8,243907.0,2.0,45.0,25.0,30.0,50.095,92.51710000000001,27.23,81.0,11.0,161.0,1811.0,0.0
2160,22.9957,0.0,0.0,1.49194,15.8183,3.69785,2839.11,0.768863,124.8,392.628,150.348,0.116175,37173.9,63593.4,244018.0,2.0,45.0,25.0,30.0,27.3564,92.5272,27.231,48.0,11.0,191.0,2054.0,0.0
2161,118.644,0.0,0.0,1.49071,16.6117,3.6964,2844.96,0.740828,18.4,420.366,148.807,0.0,36616.9,64168.7,244134.0,2.0,45.0,25.0,30.0,35.5394,92.5373,27.2323,55.0,11.0,182.0,1831.0,0.0
2162,307.402,0.0,0.0,1.48947,16.16,3.69495,2850.78,0.766113,5.8,394.93,139.648,0.0,36079.4,64754.3,244253.0,2.0,45.0,25.0,30.0,31.1224,92.5474,27.2333,50.0,11.0,195.0,1841.0,0.0
2163,304.778,0.0,0.0,1.48824,15.385,3.69349,2856.56,0.773928,0.6,351.428,131.389,0.0,35562.1,65350.0,244375.0,2.0,40.0,27.0,33.0,33.712,92.5572,27.2346,54.0,11.0,183.0,2196.0,0.0
2164,149.216,0.0,0.0,1.487,15.2883,3.69202,2862.3,0.78771,5.2,358.868,114.959,0.0,35065.9,65955.5,244502.0,2.0,40.0,27.0,33.0,37.0748,92.5677,27.2356,61.0,11.0,174.0,2040.0,0.0
2165,199.181,0.0,0.0,1.49901,16.6617,3.69054,2868.0,0.788693,2.2,436.786,138.523,0.0,34591.9,66570.5,244631.0,2.0,40.0,27.0,33.0,31.9628,92.5775,27.2366,49.0,11.0,149.0,1640.0,0.0
2166,295.719,0.0,0.0,1.49776,16.9767,3.68905,2873.66,0.781858,0.2,416.026,134.775,0.0,34140.9,67194.7,244764.0,2.0,45.0,25.0,30.0,18.1792,92.5876,27.2379,31.0,31.0,181.0,1803.0,0.0
2167,36.7707,0.0,0.0,1.49651,17.32,3.68754,2879.26,0.803875,5.6,436.313,133.849,0.0,33713.9,67827.9,244901.0,2.0,45.0,25.0,30.0,31.5375,92.5978,27.2389,51.0,31.0,173.0,1657.0,0.0
2168,247.835,0.0,0.0,1.49525,17.46,3.68603,2884.82,0.793615,0.4,345.573,122.688,0.0,33311.9,68469.9,245041.0,2.0,45.0,25.0,30.0,32.1721,92.6079,27.2402,46.0,31.0,126.0,1715.0,0.0
2169,269.025,0.0,0.0,1.49399,16.4283,3.68451,2890.32,0.799798,8.6,328.355,113.518,0.0,32935.6,69120.4,245185.0,2.0,45.0,25.0,30.0,24.7451,92.61770000000001,27.2412,36.0,31.0,130.0,2013.0,0.0
2170,357.741,0.0,0.0,1.54618,13.0733,3.75436,2566.75,0.587968,2.2,249.643,118.289,0.0,57841.4,49184.0,240505.0,2.0,40.0,27.0,33.0,7.03436,92.0725,27.1886,8.0,11.0,174.0,2859.0,0.0
2171,129.471,0.0,0.0,1.54505,14.5883,3.75319,2572.55,0.647042,2.0,301.74,117.076,0.0,57707.2,49280.4,240506.0,2.0,40.0,27.0,33.0,35.384,92.0829,27.1895,60.0,11.0,131.0,2342.0,0.0
2172,209.128,0.0,0.0,1.54392,15.6617,3.75203,2578.37,0.680093,1.2,327.237,120.516,0.0,57590.1,49397.0,240510.0,2.0,40.0,27.0,33.0,40.8117,92.0927,27.1908,75.0,11.0,155.0,2032.0,0.0
2173,251.893,0.0,0.0,1.54279,13.955,3.75086,2584.21,0.677633,0.6,287.7,114.592,0.0,57490.2,49533.4,240518.0,2.0,40.0,27.0,33.0,20.066,92.1028,27.1918,24.0,11.0,157.0,2448.0,0.0
2174,136.178,0.0,0.0,1.54166,12.47,3.74968,2590.06,0.64282,2.4,265.76,113.11,0.0,57407.5,49689.7,240530.0,2.0,40.0,27.0,33.0,24.9097,92.113,27.1931,43.0,11.0,128.0,2836.0,0.0
2175,198.112,0.0,0.0,1.54052,11.135,3.74851,2595.94,0.679012,0.4,266.474,112.257,0.0,57342.2,49865.4,240546.0,2.0,49.0,22.0,29.0,41.1394,92.1231,27.1941,69.0,11.0,124.0,2758.0,0.0
2176,13.7299,0.0,0.0,1.53939,10.555,3.74733,2601.83,0.6577,1.4,266.991,109.993,0.0,57294.2,50060.6,240566.0,2.0,49.0,22.0,29.0,26.1648,92.1329,27.1954,39.0,11.0,142.0,3138.0,0.0
2177,297.71,0.0,0.0,1.53826,10.455,3.74614,2607.74,0.63933,2.8,253.386,112.076,0.0,57263.6,50274.9,240589.0,2.0,49.0,22.0,29.0,20.6887,92.1433,27.1967,30.0,11.0,131.0,3150.0,0.0
2178,30.0605,0.0,0.0,1.53712,10.66,3.74495,2613.66,0.626463,8.2,258.55,109.786,0.0,57250.5,50508.0,240617.0,2.0,49.0,22.0,29.0,15.7379,92.1531,27.1977,24.0,11.0,167.0,3145.0,0.0
2179,315.409,0.0,0.0,1.53599,10.2,3.74376,2619.6,0.624235,3.8,272.788,114.902,0.0,57250.0,50759.9,240648.0,2.0,49.0,22.0,29.0,21.4055,92.1633,27.199,37.0,11.0,159.0,3145.0,0.0
2180,331.669,0.0301513,0.0,1.53485,10.6083,3.74257,2625.56,0.620788,1.4,267.625,113.835,0.0,57254.9,51030.0,240683.0,2.0,49.0,22.0,29.0,26.9275,92.1734,27.2,40.0,11.0,177.0,3084.0,0.0301513
2181,299.865,0.0333181,0.0,1.53371,10.5933,3.74137,2631.53,0.618085,8.4,256.049,111.298,0.0,57276.7,51299.4,240722.0,2.0,49.0,22.0,29.0,32.7971,92.1835,27.2013,54.0,11.0,154.0,3032.0,0.0333181
2182,157.808,0.0,0.0,1.53257,10.45,3.74017,2637.51,0.634307,4.8,244.96,115.904,0.0,57316.0,51352.9,240764.0,2.0,49.0,22.0,29.0,42.7359,92.1933,27.2023,67.0,11.0,145.0,3198.0,0.0
2183,199.244,0.0,0.0,1.53143,11.3867,3.73896,2643.51,0.671912,8.2,233.304,118.937,0.0,57372.7,51425.9,240811.0,2.0,49.0,22.0,29.0,27.4304,92.2038,27.2036,41.0,11.0,113.0,2985.0,0.0
2184,182.134,0.0,0.0,1.53029,11.8617,3.73775,2649.53,0.69325,3.8,259.868,118.077,0.0,57446.7,51518.2,240861.0,2.0,49.0,22.0,29.0,35.3024,92.2136,27.2046,49.0,11.0,129.0,2951.0,0.0
2185,94.6401,0.0,0.0,1.52915,12.04,3.73654,2655.55,0.720518,1.0,267.432,120.472,0.0,57538.0,51629.7,240915.0,2.0,49.0,22.0,29.0,25.6238,92.2237,27.2059,34.0,11.0,164.0,3001.0,0.0
2186,56.3012,0.0,0.0,1.528,12.88,3.73532,2661.59,0.649263,5.6,307.731,120.182,0.160089,57275.7,51760.3,240973.0,2.0,40.0,27.0,33.0,27.3772,92.2338,27.2069,45.0,11.0,197.0,2782.0,0.0
2187,34.1577,0.0,0.0,1.52685,13.3733,3.73409,2667.64,0.770017,0.2,329.365,126.916,0.0,56652.4,51909.8,241034.0,2.0,40.0,27.0,33.0,38.1046,92.244,27.2082,66.0,11.0,142.0,2447.0,0.0
2188,34.3123,0.0,0.0,1.5257,14.4883,3.73286,2673.7,0.709248,1.6,339.585,133.548,0.0,56006.3,52078.1,241100.0,2.0,40.0,27.0,33.0,24.1913,92.2538,27.2091,41.0,11.0,197.0,2414.0,0.0
2189,46.8458,0.0,0.0,1.52455,15.8817,3.73163,2679.78,0.758448,4.0,457.217,150.963,0.0,55367.7,52264.9,241169.0,2.0,40.0,27.0,33.0,26.4511,92.2639,27.2104,38.0,11.0,153.0,1948.0,0.0
2190,155.49,0.0,0.0,1.5234,16.6717,3.73039,2685.86,0.722585,3.8,368.018,156.851,0.0,54736.9,52470.2,241243.0,2.0,40.0,27.0,33.0,45.1514,92.274,27.2114,73.0,11.0,191.0,1801.0,0.0
2191,144.68,0.0,0.0,1.52225,16.7633,3.72915,2691.95,0.68759,1.8,395.21,160.081,0.160089,54114.0,52693.7,241320.0,3.0,40.0,27.0,33.0,58.4861,92.2841,27.2127,123.0,11.0,167.0,1955.0,0.0
2192,308.932,0.0,0.0,1.52109,16.56,3.7279,2698.05,0.69672,4.6,336.838,135.1,0.0,53499.3,52935.1,241400.0,2.0,40.0,27.0,33.0,35.9657,92.2943,27.2137,66.0,11.0,179.0,1825.0,0.0
2193,4.40579,0.0,0.0,1.51993,16.0283,3.72664,2704.15,0.707662,3.0,327.71,132.3,0.0,52892.9,53194.2,241470.0,2.0,45.0,25.0,30.0,33.2777,92.3044,27.215,48.0,11.0,151.0,1886.0,0.0
2194,43.0706,0.0,0.0,1.51877,15.97,3.72737,2710.26,0.726777,1.0,400.979,154.071,0.0,52287.3,53470.8,241505.0,2.0,45.0,25.0,30.0,25.3431,92.3142,27.216,50.0,11.0,175.0,1643.0,0.0
2195,19.0445,0.0,0.0,1.5176,16.0667,3.72609,2716.38,0.666207,1.4,294.794,118.477,0.0,51686.5,53764.5,241544.0,2.0,45.0,25.0,30.0,35.8866,92.3243,27.2173,52.0,11.0,139.0,1794.0,0.0
2196,20.299,0.0,0.0,1.51644,15.89,3.72481,2722.5,0.691533,7.4,295.32,123.08,0.0,51058.6,54075.2,241586.0,2.0,45.0,25.0,30.0,24.4282,92.3344,27.2183,38.0,11.0,164.0,1787.0,0.0
2197,345.523,0.0,0.0,1.51527,17.0883,3.72352,2728.63,0.706168,7.6,319.432,137.475,0.160089,50276.4,54402.4,241632.0,2.0,45.0,25.0,30.0,36.6163,92.3446,27.2196,51.0,11.0,175.0,1603.0,0.0
2198,82.8007,0.0,0.0,1.5141,17.0433,3.72222,2734.76,0.649065,11.4,325.166,139.821,0.0,49502.2,54746.0,241682.0,2.0,45.0,25.0,30.0,4.41987,92.3547,27.2206,23.0,11.0,199.0,1532.0,0.0
2199,108.403,0.0,0.0,1.51292,16.6083,3.72092,2740.89,0.665937,57.2,377.829,146.64,0.116175,48736.2,55105.6,241735.0,3.0,45.0,25.0,30.0,27.7735,92.3648,27.2219,45.0,11.0,183.0,1864.0,0.0
2200,239.673,0.0,0.0,1.51175,15.5967,3.71961,2747.02,0.73044,149.4,425.501,145.836,0.0,47978.8,55480.9,241792.0,2.0,45.0,25.0,30.0,32.2283,92.3746,27.2229,49.0,11.0,152.0,2047.0,0.0
2201,161.254,0.0,0.0,1.51057,14.4317,3.7183,2753.15,0.673807,251.2,392.645,140.147,0.227654,47230.5,55871.5,241853.0,2.0,40.0,27.0,33.0,18.2931,92.3851,27.2242,30.0,11.0,178.0,2512.0,0.0
2202,153.165,0.0,0.0,1.50938,15.64,3.71698,2759.27,0.660908,346.6,339.983,129.511,0.312879,46491.8,56277.2,241917.0,3.0,40.0,27.0,33.0,43.1122,92.3949,27.2251,72.0,11.0,187.0,2336.0,0.0
2203,116.615,0.0,0.0,1.5082,16.6567,3.71565,2765.4,0.697003,564.8,380.844,143.55,0.205132,45763.0,56697.7,241985.0,3.0,45.0,25.0,30.0,41.6749,92.405,27.2265,74.0,11.0,173.0,1710.0,0.0
2204,292.298,0.0,0.0,1.50701,16.19,3.71432,2771.51,0.720333,596.2,407.754,148.995,0.0,45044.7,57132.5,242056.0,2.0,45.0,25.0,30.0,29.4467,92.4151,27.2274,44.0,31.0,159.0,1884.0,0.0
2205,203.611,0.0,0.0,1.50582,15.5617,3.71298,2777.63,0.683008,634.6,343.014,135.754,0.344551,44337.4,57581.5,242132.0,2.0,45.0,25.0,30.0,34.6311,92.4253,27.2287,64.0,11.0,170.0,2003.0,0.0
2206,155.062,0.0,0.0,1.50462,15.6483,3.71163,2783.73,0.680603,618.2,81.4478,160.7,0.160089,43641.7,58044.2,242210.0,2.0,45.0,25.0,30.0,32.3339,92.4351,27.2297,47.0,11.0,159.0,1956.0,0.0
2207,253.591,0.0,0.0,1.50342,15.7433,3.71027,2789.82,0.701962,641.6,362.77,141.188,0.230392,42958.0,58520.3,242293.0,2.0,45.0,25.0,30.0,12.002,92.4455,27.231,18.0,11.0,159.0,1963.0,0.0
2208,87.45529999999998,0.0,0.0,1.50222,16.1033,3.70891,2795.91,0.747015,636.4,388.705,155.832,0.116175,42287.1,59009.5,242379.0,2.0,45.0,25.0,30.0,33.8325,92.4553,27.232,45.0,11.0,189.0,2023.0,0.0
2209,232.287,0.0,0.0,1.50102,16.2917,3.70754,2801.98,0.707673,374.4,340.034,136.713,0.0,41629.5,59511.6,242469.0,2.0,45.0,25.0,30.0,21.6798,92.4655,27.2333,32.0,11.0,192.0,2004.0,0.0
2210,18.9618,0.0,0.0,1.49981,16.1117,3.70616,2808.03,0.75225,328.2,382.225,149.375,0.160089,40985.9,60026.0,242563.0,2.0,40.0,27.0,33.0,41.2984,92.4756,27.2343,71.0,11.0,179.0,1914.0,0.0
2211,163.831,0.0,0.0,1.4986,16.66,3.70477,2814.07,0.685985,307.6,315.244,128.766,0.0697051,40356.9,60552.7,242660.0,2.0,45.0,25.0,30.0,26.1938,92.4857,27.2353,33.0,11.0,185.0,1606.0,0.0
2212,178.144,0.0,0.0,1.49738,17.0967,3.70337,2820.09,0.688502,233.6,290.819,132.078,0.230392,39743.3,61091.1,242761.0,2.0,45.0,25.0,30.0,30.986,92.4955,27.2366,39.0,11.0,179.0,1614.0,0.0
2213,58.039,0.0,0.0,1.49617,15.6417,3.70197,2826.09,0.677192,180.8,310.457,137.471,0.116175,39145.8,61641.1,242865.0,2.0,45.0,25.0,30.0,21.8797,92.506,27.2376,30.0,11.0,188.0,1996.0,0.0
2214,172.881,0.0,0.0,1.49494,15.2333,3.70056,2832.07,0.67256,126.8,339.346,139.089,0.0697051,38565.2,62202.3,242974.0,2.0,40.0,27.0,33.0,23.2761,92.51580000000001,27.2389,28.0,11.0,170.0,2136.0,0.0
2215,44.8626,0.0,0.0,1.49372,15.1017,3.69913,2838.02,0.74081,59.4,312.572,128.064,0.0,38002.2,62774.4,243086.0,2.0,40.0,27.0,33.0,38.3805,92.5259,27.2398,69.0,11.0,198.0,2050.0,0.0
2216,297.986,0.0,0.0,1.49249,16.3967,3.6977,2843.94,0.687123,28.8,380.47,138.409,0.0,37457.7,63357.1,243201.0,2.0,45.0,25.0,30.0,3.86323,92.536,27.2412,20.0,11.0,200.0,1818.0,0.0
2217,69.2645,0.0,0.0,1.49126,15.5033,3.69626,2849.83,0.716087,4.6,372.942,144.066,0.0,36932.4,63950.2,243320.0,2.0,45.0,25.0,30.0,23.3522,92.5461,27.2421,36.0,31.0,185.0,2044.0,0.0
2218,249.895,0.0,0.0,1.49002,14.8333,3.69481,2855.68,0.752233,3.6,342.796,125.344,0.0,36427.4,64553.3,243443.0,2.0,40.0,27.0,33.0,32.1677,92.5559,27.2434,45.0,31.0,183.0,2085.0,0.0
2219,161.727,0.0,0.0,1.50201,14.4367,3.69335,2861.5,0.753843,4.0,318.055,124.087,0.0,35943.3,65166.1,243570.0,2.0,40.0,27.0,33.0,32.0541,92.5664,27.2444,51.0,11.0,180.0,2235.0,0.0
2220,89.43349999999998,0.0,0.0,1.50077,15.205,3.69188,2867.28,0.759765,2.2,332.121,121.995,0.0,35481.1,65788.5,243700.0,2.0,45.0,25.0,30.0,27.8304,92.5762,27.2454,38.0,31.0,154.0,2055.0,0.0
2221,178.506,0.0,0.0,1.49952,16.1767,3.6904,2873.02,0.775305,1.2,327.089,132.794,0.0,35041.6,66420.1,243833.0,2.0,40.0,27.0,33.0,29.5635,92.5863,27.2467,43.0,31.0,180.0,1884.0,0.0
2222,249.009,0.0,0.0,1.49827,16.9267,3.68891,2878.71,0.786407,10.2,335.56,129.22,0.0,34625.8,67060.6,243970.0,2.0,40.0,27.0,33.0,34.3172,92.5965,27.2477,55.0,31.0,151.0,1641.0,0.0
2223,145.338,0.0,0.0,1.49701,16.74,3.68741,2884.34,0.792377,3.8,333.893,122.923,0.0,34234.4,67709.9,244110.0,2.0,40.0,27.0,33.0,41.7933,92.6066,27.249,67.0,31.0,138.0,1871.0,0.0
2224,101.71,0.0,0.0,1.49575,16.2983,3.6859,2889.93,0.798727,10.2,322.105,115.872,0.0,33868.5,68367.6,244254.0,2.0,40.0,27.0,33.0,35.8689,92.61640000000001,27.25,55.0,31.0,174.0,1975.0,0.0
2225,41.4759,0.0,0.0,1.54791,13.5033,3.75524,2563.6,0.61338,2.4,247.872,113.042,0.0,56851.8,48187.8,239550.0,2.0,49.0,22.0,29.0,14.7835,92.0712,27.1974,24.0,11.0,142.0,2554.0,0.0
2226,46.426,0.0,0.0,1.54678,14.6667,3.75408,2569.43,0.657772,5.6,331.718,120.297,0.0,56715.3,48286.3,239550.0,2.0,49.0,22.0,29.0,16.3933,92.0816,27.1984,27.0,11.0,132.0,2241.0,0.0
2227,295.767,0.0,0.0,1.54565,14.9933,3.75292,2575.27,0.672788,1.4,313.238,115.081,0.0,56596.2,48405.2,239555.0,2.0,40.0,27.0,33.0,19.5959,92.0914,27.1997,31.0,11.0,138.0,2383.0,0.0
2228,202.171,0.0,0.0,1.54452,13.0817,3.75176,2581.13,0.625383,4.8,251.159,114.085,0.0,56494.5,48544.4,239563.0,2.0,40.0,27.0,33.0,54.2513,92.1015,27.2006,112.0,11.0,118.0,2782.0,0.0
2229,232.299,0.0,0.0,1.54339,11.2017,3.75059,2587.01,0.589527,1.6,234.746,112.386,0.0,56410.3,48703.8,239575.0,2.0,49.0,22.0,29.0,32.3496,92.11170000000001,27.202,55.0,11.0,119.0,3161.0,0.0
2230,76.24899999999998,0.0,0.0,1.54226,10.4317,3.74942,2592.91,0.62897,0.8,272.502,108.767,0.0,56343.8,48883.2,239591.0,2.0,49.0,22.0,29.0,22.3517,92.1218,27.2029,31.0,11.0,134.0,3199.0,0.0
2231,194.639,0.0,0.0,1.54113,11.0783,3.74825,2598.83,0.661825,3.2,322.163,114.527,0.0,56295.0,49082.2,239610.0,2.0,49.0,22.0,29.0,39.571,92.1316,27.2042,61.0,11.0,151.0,2915.0,0.0
2232,8.81233,0.0,0.0,1.54,11.3567,3.74707,2604.77,0.70594,0.4,345.712,111.781,0.0,56263.9,49300.7,239634.0,2.0,49.0,22.0,29.0,34.0227,92.142,27.2052,50.0,11.0,157.0,2808.0,0.0
2233,324.469,0.0,0.0,1.53887,11.3033,3.74589,2610.72,0.699722,1.6,349.991,114.818,0.0,56250.6,49538.5,239661.0,2.0,40.0,27.0,33.0,24.4922,92.1518,27.2065,35.0,11.0,159.0,2918.0,0.0
2234,268.0,0.0,0.0,1.53773,10.785,3.74471,2616.69,0.683553,2.8,329.913,115.075,0.0,56250.0,49795.2,239692.0,2.0,40.0,27.0,33.0,24.9752,92.162,27.2078,41.0,11.0,166.0,2975.0,0.0
2235,122.439,0.0301513,0.0,1.5366,11.6267,3.74352,2622.67,0.698453,1.4,344.435,116.379,0.0,56255.0,50070.6,239727.0,2.0,49.0,22.0,29.0,52.7316,92.1721,27.2088,108.0,11.0,150.0,2871.0,0.0301513
2236,45.1769,0.0333181,0.0,1.53546,11.2783,3.74233,2628.68,0.712912,1.8,318.616,113.841,0.0,56277.2,50300.3,239766.0,2.0,49.0,22.0,29.0,29.7185,92.1822,27.2101,42.0,11.0,163.0,2844.0,0.0333181
2237,303.735,0.0,0.0,1.53433,10.8583,3.74114,2634.69,0.659725,4.4,277.774,111.109,0.0,56317.2,50355.0,239809.0,2.0,49.0,22.0,29.0,17.8517,92.192,27.2111,26.0,11.0,121.0,3152.0,0.0
2238,233.543,0.0,0.0,1.53319,10.2033,3.73994,2640.73,0.675037,6.2,271.459,110.141,0.0,56374.9,50429.4,239855.0,2.0,49.0,22.0,29.0,11.0894,92.2025,27.2124,17.0,11.0,166.0,3305.0,0.0
2239,31.1546,0.0,0.0,1.53205,11.7317,3.73874,2646.77,0.71323,0.6,315.232,115.281,0.0,56450.2,50523.5,239906.0,2.0,49.0,22.0,29.0,28.8312,92.21230000000001,27.2134,45.0,11.0,108.0,2807.0,0.0
2240,333.077,0.0,0.0,1.53091,12.4967,3.73753,2652.83,0.745648,1.2,282.87,117.649,0.0,56543.1,50637.2,239960.0,2.0,49.0,22.0,29.0,26.9978,92.2224,27.2147,40.0,11.0,144.0,2715.0,0.0
2241,40.1026,0.0,0.0,1.52976,13.2933,3.73632,2658.91,0.785152,1.4,342.907,126.364,0.0,56653.6,50770.3,240018.0,2.0,40.0,27.0,33.0,17.8725,92.2325,27.2157,35.0,11.0,138.0,2386.0,0.0
2242,45.9668,0.0,0.0,1.52862,14.4083,3.7351,2664.99,0.710513,0.4,341.376,126.161,0.116175,56745.0,50922.7,240080.0,2.0,40.0,27.0,33.0,25.1093,92.24270000000001,27.217,39.0,11.0,165.0,2147.0,0.0
2243,14.6762,0.0,0.0,1.52747,15.4683,3.73388,2671.09,0.736825,0.0,333.511,130.839,0.116175,56246.8,51094.3,240145.0,2.0,40.0,27.0,33.0,30.576,92.2525,27.218,52.0,11.0,135.0,2066.0,0.0
2244,57.5304,0.0,0.0,1.52632,16.7417,3.73266,2677.2,0.728357,4.0,359.327,145.125,0.147479,55615.4,51284.7,240215.0,2.0,40.0,27.0,33.0,22.2407,92.2629,27.2193,38.0,11.0,163.0,1773.0,0.0
2245,117.608,0.0,0.0,1.52517,15.6133,3.73143,2683.32,0.726815,2.6,437.871,162.142,0.110506,54992.0,51493.9,240288.0,2.0,45.0,25.0,30.0,35.7531,92.2727,27.2202,61.0,11.0,189.0,2172.0,0.0
2246,229.531,0.0,0.0,1.52402,15.4667,3.73019,2689.45,0.709963,2.2,433.348,163.158,0.116175,54376.8,51721.6,240365.0,2.0,45.0,25.0,30.0,21.2758,92.2828,27.2216,33.0,11.0,155.0,2322.0,0.0
2247,177.101,0.0,0.0,1.52286,15.6017,3.72895,2695.59,0.704925,4.4,375.414,154.385,0.0,53769.9,51967.5,240446.0,2.0,45.0,25.0,30.0,43.4417,92.293,27.2225,60.0,11.0,174.0,2047.0,0.0
2248,130.218,0.0,0.0,1.52171,16.2517,3.72771,2701.74,0.696587,7.0,453.383,164.915,0.160089,53171.5,52231.5,240531.0,3.0,40.0,27.0,33.0,45.8164,92.3031,27.2238,84.0,11.0,170.0,2138.0,0.0
2249,50.9971,0.0,0.0,1.52055,16.7433,3.72843,2707.89,0.738095,3.6,451.784,157.426,0.0,52571.5,52513.1,240570.0,2.0,45.0,25.0,30.0,29.4676,92.31290000000001,27.2248,51.0,11.0,200.0,2007.0,0.0
2250,116.024,0.0,0.0,1.51938,16.79,3.72716,2714.05,0.640862,3.8,339.913,128.985,0.230392,51978.9,52812.2,240609.0,2.0,45.0,25.0,30.0,48.1317,92.3233,27.2261,84.0,11.0,172.0,1725.0,0.0
